date,sigla,user_count,sum_interactions,log_interactions,norm_user_count,norm_sum_interactions,norm_log_sum_interactions,metricas_normalizadas,metricas_norm_log_interactions
2019-01-07,MPV 913/2019,0,0,0,0,0,0,0,0
2019-01-07,MPV 920/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 928/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 936/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 941/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 944/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 946/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 951/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 954/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 959/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 961/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 966/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 993/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 996/2020,0,0,0,0,0,0,0,0
2019-01-07,PEC 10/2013,0,0,0,0,0,0,0,0
2019-01-07,PEC 10/2020,0,0,0,0,0,0,0,0
2019-01-07,PEC 104/2003,0,0,0,0,0,0,0,0
2019-01-07,PEC 110/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 128/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 13/2015,0,0,0,0,0,0,0,0
2019-01-07,PEC 13/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 133/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 15/2015,0,0,0,0,0,0,0,0
2019-01-07,PEC 17/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 18/2011,0,0,0,0,0,0,0,0
2019-01-07,PEC 186/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 188/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 215/2000,0,0,0,0,0,0,0,0
2019-01-07,PEC 225/2008,0,0,0,0,0,0,0,0
2019-01-07,PEC 233/2008,0,0,0,0,0,0,0,0
2019-01-07,PEC 24/2017,0,0,0,0,0,0,0,0
2019-01-07,PEC 26/2020,0,0,0,0,0,0,0,0
2019-01-07,PEC 280/2016,0,0,0,0,0,0,0,0
2019-01-07,PEC 287/2016,1,5,2.321928094887362,0.008403361344537815,1.596806387225549e-5,0.12718448017084452,0.0042096647042050355,0.06779392075769117
2019-01-07,PEC 29/2015,0,0,0,0,0,0,0,0
2019-01-07,PEC 293/2004,0,0,0,0,0,0,0,0
2019-01-07,PEC 31/2020,0,0,0,0,0,0,0,0
2019-01-07,PEC 3/2021,0,0,0,0,0,0,0,0
2019-01-07,PEC 32/2020,0,0,0,0,0,0,0,0
2019-01-07,PEC 329/2013,0,0,0,0,0,0,0,0
2019-01-07,PEC 33/2012,0,0,0,0,0,0,0,0
2019-01-07,PEC 333/2017,0,0,0,0,0,0,0,0
2019-01-07,PEC 34/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 36/2020,0,0,0,0,0,0,0,0
2019-01-07,PEC 37/2020,0,0,0,0,0,0,0,0
2019-01-07,PEC 39/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 4/2021,0,0,0,0,0,0,0,0
2019-01-07,PEC 42/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 45/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 504/2010,0,0,0,0,0,0,0,0
2019-01-07,PEC 505/2010,0,0,0,0,0,0,0,0
2019-01-07,PEC 6/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 70/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 89/2019,0,0,0,0,0,0,0,0
2019-01-07,PEC 92/2015,0,0,0,0,0,0,0,0
2019-01-07,PEC 98/2011,0,0,0,0,0,0,0,0
2019-01-07,PL 100/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1002/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1010/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 101/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 10372/2018,0,0,0,0,0,0,0,0
2019-01-07,PL 10481/2018,0,0,0,0,0,0,0,0
2019-01-07,PL 1052/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1066/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 107/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1074/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1084/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 10887/2018,0,0,0,0,0,0,0,0
2019-01-07,PL 1095/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1097/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1116/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 11/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1136/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1161/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 116/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 117/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1189/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1192/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1194/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1202/2007,0,0,0,0,0,0,0,0
2019-01-07,PL 1205/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 12/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1256/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1267/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1282/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1291/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1292/1995,0,0,0,0,0,0,0,0
2019-01-07,PL 130/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1304/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1308/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1317/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1321/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1330/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1343/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 135/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1358/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1371/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1396/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1405/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1409/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1429/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 144/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1444/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1452/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1462/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 147/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1485/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1486/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 149/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 149/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 1497/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1512/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 15/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 153/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1537/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1543/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1546/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1551/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 155/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1552/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1557/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1558/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1622/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1652/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1665/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1673/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1764/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1792/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 18/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1830/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1840/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1864/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1865/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 1886/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 191/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 1917/2015,0,0,0,0,0,0,0,0
2019-01-07,PL 1970/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2015/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2083/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 21/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2157/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2169/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2176/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2184/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2207/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 22/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 2235/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2294/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2308/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2320/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2324/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2328/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2357/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2360/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2362/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2388/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 241/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 2419/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2428/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2438/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 244/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 2469/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2477/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2497/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2510/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2543/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2580/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 259/2011,0,0,0,0,0,0,0,0
2019-01-07,PL 2627/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2630/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2632/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2633/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2646/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2707/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2715/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2726/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2727/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2742/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2765/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2775/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2782/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2787/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2788/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2790/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2791/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2801/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2816/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2853/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2920/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 29/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 2928/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2949/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 2950/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2963/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 2981/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 299/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3037/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3063/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3095/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3097/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 31/2007,0,0,0,0,0,0,0,0
2019-01-07,PL 312/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3144/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3160/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3170/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 317/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 3179/2012,0,0,0,0,0,0,0,0
2019-01-07,PL 3195/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3220/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3239/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3261/2015,0,0,0,0,0,0,0,0
2019-01-07,PL 3261/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3262/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3267/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3292/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3306/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3331/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3368/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3395/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 342/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 344/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3443/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3444/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3445/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3448/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3463/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 347/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3511/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3515/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3528/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3603/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 361/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 368/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3699/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 37/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 3722/2012,0,0,0,0,0,0,0,0
2019-01-07,PL 3723/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3726/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3729/2004,0,0,0,0,0,0,0,0
2019-01-07,PL 373/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 3764/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 378/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 3787/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3791/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 379/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 3814/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 383/2011,0,0,0,0,0,0,0,0
2019-01-07,PL 3832/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3887/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 3932/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 3961/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 399/2015,0,0,0,0,0,0,0,0
2019-01-07,PL 4006/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4023/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4055/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4084/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4106/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4107/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 413/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4139/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4144/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4162/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 4162/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4178/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 4194/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4198/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4214/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 42/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 4261/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 431/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4334/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4348/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 4359/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4395/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4396/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4468/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4471/2012,0,0,0,0,0,0,0,0
2019-01-07,PL 4478/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4506/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 45/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 4542/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 456/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 4614/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4629/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4636/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4650/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 469/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4699/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4741/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 4778/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 478/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 4804/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 48/2015,0,0,0,0,0,0,0,0
2019-01-07,PL 4828/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4868/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 4896/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 490/2007,0,0,0,0,0,0,0,0
2019-01-07,PL 4906/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 496/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 4966/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4992/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 4998/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 500/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 50/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5028/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5029/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 504/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 5051/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5079/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 508/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 510/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 5108/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5131/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 513/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5163/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5170/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5191/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5215/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5217/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 52/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5231/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 528/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 5284/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 534/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5343/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5413/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 542/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5442/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5495/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 550/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5514/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5516/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5518/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 55/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 553/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5555/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5583/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5607/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 561/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 5643/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 5689/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 570/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6024/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6079/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 61/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6125/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6132/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 616/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6230/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6286/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6299/2002,0,0,0,0,0,0,0,0
2019-01-07,PL 631/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 633/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 639/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6402/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6438/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 646/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 646/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 6539/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 66/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 6621/2016,2,16,4,0.01680672268907563,5.1097804391217564e-5,0.21910149664133216,0.008428910246733423,0.1179541096652039
2019-01-07,PL 6670/2016,0,0,0,0,0,0,0,0
2019-01-07,PL 6726/2016,0,0,0,0,0,0,0,0
2019-01-07,PL 6764/2002,0,0,0,0,0,0,0,0
2019-01-07,PL 687/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 688/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 6895/2017,0,0,0,0,0,0,0,0
2019-01-07,PL 6969/2013,0,0,0,0,0,0,0,0
2019-01-07,PL 698/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 707/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 735/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 755/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 7578/2017,0,0,0,0,0,0,0,0
2019-01-07,PL 772/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 7804/2014,0,0,0,0,0,0,0,0
2019-01-07,PL 784/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 7843/2017,0,0,0,0,0,0,0,0
2019-01-07,PL 786/2015,0,0,0,0,0,0,0,0
2019-01-07,PL 787/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 7883/2017,0,0,0,0,0,0,0,0
2019-01-07,PL 79/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 795/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 805/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 848/2015,0,0,0,0,0,0,0,0
2019-01-07,PL 85/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 870/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 881/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 882/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 883/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 886/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 899/2021,0,0,0,0,0,0,0,0
2019-01-07,PL 90/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 92/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 93/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 940/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 948/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 978/2020,0,0,0,0,0,0,0,0
2019-01-07,PL 984/2019,0,0,0,0,0,0,0,0
2019-01-07,PL 9950/2018,0,0,0,0,0,0,0,0
2019-01-14,MPV 1015/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 1037/2021,0,0,0,0,0,0,0,0
2019-01-14,MPV 1039/2021,0,0,0,0,0,0,0,0
2019-01-14,MPV 1040/2021,0,0,0,0,0,0,0,0
2019-01-14,MPV 867/2018,0,0,0,0,0,0,0,0
2019-01-14,MPV 868/2018,1,7,2.807354922057604,0.008403361344537815,2.2355289421157686e-5,0.15377391625655787,0.004212858316979486,0.08108863880054784
2019-01-14,MPV 869/2018,1,7,2.807354922057604,0.008403361344537815,2.2355289421157686e-5,0.15377391625655787,0.004212858316979486,0.08108863880054784
2019-01-14,MPV 870/2019,3,172,7.426264754702098,0.025210084033613446,5.493013972055888e-4,0.40677643055250123,0.012879692715409518,0.21599325729305735
2019-01-14,MPV 881/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 884/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 897/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 900/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 901/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 903/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 908/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 910/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 913/2019,0,0,0,0,0,0,0,0
2019-01-14,MPV 920/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 928/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 936/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 941/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 944/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 946/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 951/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 954/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 959/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 961/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 966/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 993/2020,0,0,0,0,0,0,0,0
2019-01-14,MPV 996/2020,0,0,0,0,0,0,0,0
2019-01-14,PEC 10/2013,0,0,0,0,0,0,0,0
2019-01-14,PEC 10/2020,0,0,0,0,0,0,0,0
